3aaae5,127.0.0.1,GET,http://127.0.0.1:8000/places,1521038221,,200
f901c4,127.0.0.1,POST,http://127.0.0.1:8000/places,1521038252,,200
10060b,127.0.0.1,GET,http://127.0.0.1:8000/places,1521038255,,200
cb9ada,127.0.0.1,GET,http://127.0.0.1:8000/places,1521038732,718077,200
718077,127.0.0.1,POST,http://127.0.0.1:8000/places,1521038732,,500
cd43dc,127.0.0.1,GET,http://127.0.0.1:8000/places,1521038749,415fb6,200
415fb6,127.0.0.1,POST,http://127.0.0.1:8000/places,1521038749,,500
c74659,127.0.0.1,GET,http://127.0.0.1:8000/places,1521038778,37cdab,200
37cdab,127.0.0.1,POST,http://127.0.0.1:8000/places,1521038778,,500
425ed5,127.0.0.1,GET,http://127.0.0.1:8000/places,1521038846,3ba232,200
3ba232,127.0.0.1,POST,http://127.0.0.1:8000/places,1521038846,,500
d31ad5,127.0.0.1,GET,http://127.0.0.1:8000/places,1521038868,880c23,200
880c23,127.0.0.1,POST,http://127.0.0.1:8000/places,1521038868,,500
1b61e0,127.0.0.1,POST,http://127.0.0.1:8000/places,1521038898,,400
54377f,127.0.0.1,POST,http://127.0.0.1:8000/places,1521038903,,400
1d3be4,127.0.0.1,POST,http://127.0.0.1:8000/places,1521038906,,200
e2980e,127.0.0.1,POST,http://127.0.0.1:8000/places,1521038908,,400
83da1f,127.0.0.1,POST,http://127.0.0.1:8000/places,1521038909,,400
924a19,127.0.0.1,GET,http://127.0.0.1:8000/places,1521038912,,200
fa6ff8,127.0.0.1,GET,http://127.0.0.1:8000/user,1521039108,d3b30d,200
d3b30d,127.0.0.1,POST,http://127.0.0.1:8000/user,1521039108,,404
d53ed8,127.0.0.1,GET,http://127.0.0.1:8000/user,1521039112,25ba65,200
25ba65,127.0.0.1,POST,http://127.0.0.1:8000/user,1521039112,,404
586da0,127.0.0.1,GET,http://127.0.0.1:8000/user,1521039116,6a14b3,200
6a14b3,127.0.0.1,GET,http://127.0.0.1:8000/user,1521039116,,404
f1efb2,127.0.0.1,GET,http://127.0.0.1:8000/users,1521039123,,200
607c9e,127.0.0.1,GET,http://127.0.0.1:8000/users,1521039151,432aa3,200
432aa3,127.0.0.1,POST,http://127.0.0.1:8000/users,1521039151,,500
fbb09d,127.0.0.1,GET,http://127.0.0.1:8000/users,1521039170,5b9e98,200
5b9e98,127.0.0.1,POST,http://127.0.0.1:8000/users,1521039170,,500
7d1edb,127.0.0.1,POST,http://127.0.0.1:8000/users,1521039189,,201
0bfc21,127.0.0.1,POST,http://127.0.0.1:8000/users,1521039192,,400
b642f9,127.0.0.1,POST,http://127.0.0.1:8000/users,1521039197,,201
964e44,127.0.0.1,POST,http://127.0.0.1:8000/users,1521039199,,400
42d1ba,127.0.0.1,GET,http://127.0.0.1:8000/users,1521039205,,200
1020ba,127.0.0.1,GET,http://127.0.0.1:8000/places/4,1521039435,aac16e,200
aac16e,127.0.0.1,DELETE,http://127.0.0.1:8000/places/4,1521039435,,500
dd95a6,127.0.0.1,DELETE,http://127.0.0.1:8000/places/4,1521039445,,204
cc0d43,127.0.0.1,GET,http://127.0.0.1:8000/places,1521039451,,200
c7febc,127.0.0.1,DELETE,http://127.0.0.1:8000/places/3,1521039470,,204
a06550,127.0.0.1,GET,http://127.0.0.1:8000/places,1521039473,,200
1512ed,127.0.0.1,GET,http://127.0.0.1:8000/places,1521039475,,200
408306,127.0.0.1,DELETE,http://127.0.0.1:8000/places/3,1521039477,,204
b4efb9,127.0.0.1,GET,http://127.0.0.1:8000/places,1521039480,,200
3595e6,127.0.0.1,GET,http://127.0.0.1:8000/places,1521039481,,200
820d4a,127.0.0.1,GET,http://127.0.0.1:8000/users,1521039521,,200
45c558,127.0.0.1,GET,http://127.0.0.1:8000/users,1521039522,,200
36a3fc,127.0.0.1,GET,http://127.0.0.1:8000/users,1521039522,,200
4c2ad8,127.0.0.1,GET,http://127.0.0.1:8000/users,1521039523,,200
a2f2e5,127.0.0.1,DELETE,http://127.0.0.1:8000/users/3,1521039530,,204
d96a37,127.0.0.1,DELETE,http://127.0.0.1:8000/users/3,1521039534,,204
8d903b,127.0.0.1,GET,http://127.0.0.1:8000/users/3,1521039536,,404
de0f08,127.0.0.1,GET,http://127.0.0.1:8000/users,1521039540,,200
0d1711,::1,GET,http://localhost/net_api/web/app_dev.php/,1521205526,,200
f0c751,::1,GET,http://localhost/net_api/web/app_dev.php/users,1521205533,,200
34f283,::1,GET,http://localhost/net_api/web/app_dev.php/users,1521205542,,200
